window_id,day,entity,stream_type,segment_id,video_path,video_start_time,video_end_time,target_clock_time,offset_seconds,frame_path,log_path,status
DAY3_174500000,DAY3,Allie,ego,17,main/day3/Allie/video/17.mp4,17:04:37.580,17:59:59.940,17:46:00.000,2482.420,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Allie_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Allie_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Bjorn,ego,17,main/day3/Bjorn/video/17.mp4,17:31:14.640,17:59:59.960,17:46:00.000,885.360,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Bjorn_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Bjorn_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Cathal,ego,17,main/day3/Cathal/video/17.mp4,17:04:42.480,17:59:59.920,17:46:00.000,2477.520,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Cathal_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Cathal_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Florian,ego,17,main/day3/Florian/video/17.mp4,17:00:00.060,17:59:59.920,17:46:00.000,2759.940,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Florian_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Florian_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Klaus,ego,17,main/day3/Klaus/video/17.mp4,17:40:25.580,17:59:59.920,17:46:00.000,334.420,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Klaus_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Klaus_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Luca,ego,17,main/day3/Luca/video/17.mp4,17:02:37.720,17:59:59.920,17:46:00.000,2602.280,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Luca_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Luca_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Onanong,ego,17,main/day3/Onanong/video/17.mp4,17:00:00.020,17:59:59.920,17:46:00.000,2759.980,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Onanong_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Onanong_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Stevan,ego,17,main/day3/Stevan/video/17.mp4,17:30:13.740,17:59:59.940,17:46:00.000,946.260,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Stevan_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Stevan_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Tien,ego,17,main/day3/Tien/video/17.mp4,17:04:27.380,17:59:59.980,17:46:00.000,2492.620,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Tien_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Tien_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Werner,ego,17,main/day3/Werner/video/17.mp4,17:00:00.040,17:59:59.960,17:46:00.000,2759.960,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Werner_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Werner_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Kitchen,static,17,main/day3/Kitchen/video/17.mp4,17:00:00.000,17:59:59.900,17:46:00.000,2760.000,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Kitchen_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Kitchen_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Living1,static,17,main/day3/Living1/video/17.mp4,17:00:00.040,17:59:59.940,17:46:00.000,2759.960,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Living1_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Living1_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Living2,static,17,main/day3/Living2/video/17.mp4,17:00:00.020,17:59:59.920,17:46:00.000,2759.980,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Living2_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Living2_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Meeting,static,17,main/day3/Meeting/video/17.mp4,17:00:00.040,17:59:59.940,17:46:00.000,2759.960,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Meeting_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Meeting_174600000.stderr.txt,ok
DAY3_174500000,DAY3,Reading,static,17,main/day3/Reading/video/17.mp4,17:00:00.080,17:59:59.980,17:46:00.000,2759.920,castle_incremental_qa_poc_conda3/frames/DAY3_174500000/overview/Reading_174600000.jpg,castle_incremental_qa_poc_conda3/ffmpeg_logs/DAY3_174500000/overview/Reading_174600000.stderr.txt,ok
