window_id,day,entity,stream_type,segment_id,video_path,video_start_time,video_end_time,target_clock_time,offset_seconds,frame_path,log_path,status
DAY1_100500000,DAY1,Onanong,ego,10,main/day1/Onanong/video/10.mp4,10:00:00.000,10:59:59.900,10:06:00.000,360.000,castle_event_relevant_frames/DAY1_100500000/event/Onanong_100600000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Onanong_100600000.stderr.txt,ok
DAY1_100500000,DAY1,Onanong,ego,10,main/day1/Onanong/video/10.mp4,10:00:00.000,10:59:59.900,10:07:00.000,420.000,castle_event_relevant_frames/DAY1_100500000/event/Onanong_100700000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Onanong_100700000.stderr.txt,ok
DAY1_100500000,DAY1,Onanong,ego,10,main/day1/Onanong/video/10.mp4,10:00:00.000,10:59:59.900,10:08:00.000,480.000,castle_event_relevant_frames/DAY1_100500000/event/Onanong_100800000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Onanong_100800000.stderr.txt,ok
DAY1_100500000,DAY1,Tien,ego,10,main/day1/Tien/video/10.mp4,10:00:00.020,10:59:59.920,10:06:00.000,359.980,castle_event_relevant_frames/DAY1_100500000/event/Tien_100600000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Tien_100600000.stderr.txt,ok
DAY1_100500000,DAY1,Tien,ego,10,main/day1/Tien/video/10.mp4,10:00:00.020,10:59:59.920,10:07:00.000,419.980,castle_event_relevant_frames/DAY1_100500000/event/Tien_100700000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Tien_100700000.stderr.txt,ok
DAY1_100500000,DAY1,Tien,ego,10,main/day1/Tien/video/10.mp4,10:00:00.020,10:59:59.920,10:08:00.000,479.980,castle_event_relevant_frames/DAY1_100500000/event/Tien_100800000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Tien_100800000.stderr.txt,ok
DAY1_100500000,DAY1,Living1,static,10,main/day1/Living1/video/10.mp4,10:00:00.040,10:59:59.940,10:06:00.000,359.960,castle_event_relevant_frames/DAY1_100500000/event/Living1_100600000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Living1_100600000.stderr.txt,ok
DAY1_100500000,DAY1,Living1,static,10,main/day1/Living1/video/10.mp4,10:00:00.040,10:59:59.940,10:07:00.000,419.960,castle_event_relevant_frames/DAY1_100500000/event/Living1_100700000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Living1_100700000.stderr.txt,ok
DAY1_100500000,DAY1,Living1,static,10,main/day1/Living1/video/10.mp4,10:00:00.040,10:59:59.940,10:08:00.000,479.960,castle_event_relevant_frames/DAY1_100500000/event/Living1_100800000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Living1_100800000.stderr.txt,ok
DAY1_100500000,DAY1,Living2,static,10,main/day1/Living2/video/10.mp4,10:00:00.060,10:59:59.960,10:06:00.000,359.940,castle_event_relevant_frames/DAY1_100500000/event/Living2_100600000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Living2_100600000.stderr.txt,ok
DAY1_100500000,DAY1,Living2,static,10,main/day1/Living2/video/10.mp4,10:00:00.060,10:59:59.960,10:07:00.000,419.940,castle_event_relevant_frames/DAY1_100500000/event/Living2_100700000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Living2_100700000.stderr.txt,ok
DAY1_100500000,DAY1,Living2,static,10,main/day1/Living2/video/10.mp4,10:00:00.060,10:59:59.960,10:08:00.000,479.940,castle_event_relevant_frames/DAY1_100500000/event/Living2_100800000.jpg,castle_event_relevant_ffmpeg_logs/DAY1_100500000/event/Living2_100800000.stderr.txt,ok
